Ping size: 0
PING 88.80.187.84 (88.80.187.84) 0(28) bytes of data.
[1621806913.667905] 1160 bytes from 88.80.187.84: icmp_seq=21 ttl=51 time=33.0 ms
[1621806914.670057] 1160 bytes from 88.80.187.84: icmp_seq=22 ttl=51 time=33.9 ms
[1621806915.671072] 1160 bytes from 88.80.187.84: icmp_seq=23 ttl=51 time=33.7 ms
[1621806916.672800] 1160 bytes from 88.80.187.84: icmp_seq=24 ttl=51 time=33.5 ms
[1621806917.674587] 1160 bytes from 88.80.187.84: icmp_seq=25 ttl=51 time=33.5 ms
[1621806918.676551] 1160 bytes from 88.80.187.84: icmp_seq=26 ttl=51 time=33.7 ms
[1621806919.678730] 1160 bytes from 88.80.187.84: icmp_seq=27 ttl=51 time=33.9 ms
[1621806920.679407] 1160 bytes from 88.80.187.84: icmp_seq=28 ttl=51 time=33.4 ms
[1621806921.681678] 1160 bytes from 88.80.187.84: icmp_seq=29 ttl=51 time=34.0 ms
[1621806922.683504] 1160 bytes from 88.80.187.84: icmp_seq=30 ttl=51 time=34.6 ms
[1621806923.684014] 1160 bytes from 88.80.187.84: icmp_seq=31 ttl=51 time=33.3 ms
[1621806924.685929] 1160 bytes from 88.80.187.84: icmp_seq=32 ttl=51 time=33.7 ms
[1621806925.688253] 1160 bytes from 88.80.187.84: icmp_seq=33 ttl=51 time=34.1 ms
[1621806926.689441] 1160 bytes from 88.80.187.84: icmp_seq=34 ttl=51 time=33.9 ms
[1621806927.690873] 1160 bytes from 88.80.187.84: icmp_seq=35 ttl=51 time=34.2 ms
[1621806928.691940] 1160 bytes from 88.80.187.84: icmp_seq=36 ttl=51 time=33.8 ms
[1621806929.693284] 1160 bytes from 88.80.187.84: icmp_seq=37 ttl=51 time=34.1 ms
[1621806930.693905] 1160 bytes from 88.80.187.84: icmp_seq=38 ttl=51 time=33.4 ms
[1621806931.696249] 1160 bytes from 88.80.187.84: icmp_seq=39 ttl=51 time=34.1 ms
[1621806932.696692] 1160 bytes from 88.80.187.84: icmp_seq=40 ttl=51 time=33.2 ms
[1621806933.698330] 1160 bytes from 88.80.187.84: icmp_seq=41 ttl=51 time=33.4 ms
[1621806934.700878] 1160 bytes from 88.80.187.84: icmp_seq=42 ttl=51 time=34.3 ms
[1621806935.701513] 1160 bytes from 88.80.187.84: icmp_seq=43 ttl=51 time=33.3 ms
[1621806936.703191] 1160 bytes from 88.80.187.84: icmp_seq=44 ttl=51 time=33.4 ms
[1621806937.705004] 1160 bytes from 88.80.187.84: icmp_seq=45 ttl=51 time=33.6 ms
[1621806938.707170] 1160 bytes from 88.80.187.84: icmp_seq=46 ttl=51 time=33.9 ms
[1621806939.708750] 1160 bytes from 88.80.187.84: icmp_seq=47 ttl=51 time=34.3 ms
[1621806940.709165] 1160 bytes from 88.80.187.84: icmp_seq=48 ttl=51 time=33.1 ms
[1621806941.711019] 1160 bytes from 88.80.187.84: icmp_seq=49 ttl=51 time=33.6 ms
[1621806942.713521] 1160 bytes from 88.80.187.84: icmp_seq=50 ttl=51 time=34.2 ms
[1621806943.714864] 1160 bytes from 88.80.187.84: icmp_seq=51 ttl=51 time=34.1 ms
[1621806944.715726] 1160 bytes from 88.80.187.84: icmp_seq=52 ttl=51 time=33.6 ms
[1621806945.717677] 1160 bytes from 88.80.187.84: icmp_seq=53 ttl=51 time=33.7 ms
[1621806946.719713] 1160 bytes from 88.80.187.84: icmp_seq=54 ttl=51 time=33.8 ms
[1621806947.721331] 1160 bytes from 88.80.187.84: icmp_seq=55 ttl=51 time=33.4 ms
[1621806948.722898] 1160 bytes from 88.80.187.84: icmp_seq=56 ttl=51 time=33.3 ms
[1621806949.724761] 1160 bytes from 88.80.187.84: icmp_seq=57 ttl=51 time=33.6 ms
[1621806950.727373] 1160 bytes from 88.80.187.84: icmp_seq=58 ttl=51 time=34.2 ms
[1621806951.727735] 1160 bytes from 88.80.187.84: icmp_seq=59 ttl=51 time=33.3 ms
[1621806952.729500] 1160 bytes from 88.80.187.84: icmp_seq=60 ttl=51 time=33.5 ms
[1621806953.731799] 1160 bytes from 88.80.187.84: icmp_seq=61 ttl=51 time=34.0 ms
[1621806954.732746] 1160 bytes from 88.80.187.84: icmp_seq=62 ttl=51 time=33.6 ms
[1621806955.734314] 1160 bytes from 88.80.187.84: icmp_seq=63 ttl=51 time=33.3 ms
[1621806956.736763] 1160 bytes from 88.80.187.84: icmp_seq=64 ttl=51 time=34.2 ms
[1621806957.737607] 1160 bytes from 88.80.187.84: icmp_seq=65 ttl=51 time=33.6 ms
[1621806958.739156] 1160 bytes from 88.80.187.84: icmp_seq=66 ttl=51 time=33.3 ms
[1621806959.740120] 1160 bytes from 88.80.187.84: icmp_seq=67 ttl=51 time=33.2 ms
[1621806960.741966] 1160 bytes from 88.80.187.84: icmp_seq=68 ttl=51 time=33.6 ms
[1621806961.743773] 1160 bytes from 88.80.187.84: icmp_seq=69 ttl=51 time=33.5 ms
[1621806962.745806] 1160 bytes from 88.80.187.84: icmp_seq=70 ttl=51 time=33.8 ms
[1621806963.747988] 1160 bytes from 88.80.187.84: icmp_seq=71 ttl=51 time=34.0 ms
[1621806964.748680] 1160 bytes from 88.80.187.84: icmp_seq=72 ttl=51 time=33.4 ms
[1621806965.751070] 1160 bytes from 88.80.187.84: icmp_seq=73 ttl=51 time=34.1 ms
[1621806966.751395] 1160 bytes from 88.80.187.84: icmp_seq=74 ttl=51 time=33.1 ms
[1621806967.753370] 1160 bytes from 88.80.187.84: icmp_seq=75 ttl=51 time=33.7 ms
[1621806968.755576] 1160 bytes from 88.80.187.84: icmp_seq=76 ttl=51 time=33.9 ms
[1621806969.756100] 1160 bytes from 88.80.187.84: icmp_seq=77 ttl=51 time=33.2 ms
[1621806970.758166] 1160 bytes from 88.80.187.84: icmp_seq=78 ttl=51 time=33.8 ms
[1621806971.759435] 1160 bytes from 88.80.187.84: icmp_seq=79 ttl=51 time=34.0 ms
[1621806972.760759] 1160 bytes from 88.80.187.84: icmp_seq=80 ttl=51 time=34.1 ms
[1621806973.762439] 1160 bytes from 88.80.187.84: icmp_seq=81 ttl=51 time=34.4 ms
[1621806974.763657] 1160 bytes from 88.80.187.84: icmp_seq=82 ttl=51 time=33.9 ms
[1621806975.764074] 1160 bytes from 88.80.187.84: icmp_seq=83 ttl=51 time=33.1 ms
[1621806976.765827] 1160 bytes from 88.80.187.84: icmp_seq=84 ttl=51 time=33.5 ms
[1621806977.767364] 1160 bytes from 88.80.187.84: icmp_seq=85 ttl=51 time=33.4 ms
[1621806978.768895] 1160 bytes from 88.80.187.84: icmp_seq=86 ttl=51 time=33.3 ms
[1621806979.771172] 1160 bytes from 88.80.187.84: icmp_seq=87 ttl=51 time=34.0 ms
[1621806980.771170] 1160 bytes from 88.80.187.84: icmp_seq=88 ttl=51 time=33.3 ms
[1621806981.772680] 1160 bytes from 88.80.187.84: icmp_seq=89 ttl=51 time=33.2 ms
[1621806982.774962] 1160 bytes from 88.80.187.84: icmp_seq=90 ttl=51 time=34.0 ms
[1621806983.775673] 1160 bytes from 88.80.187.84: icmp_seq=91 ttl=51 time=33.5 ms
[1621806984.778087] 1160 bytes from 88.80.187.84: icmp_seq=92 ttl=51 time=34.1 ms
[1621806985.778715] 1160 bytes from 88.80.187.84: icmp_seq=93 ttl=51 time=33.4 ms
[1621806986.780520] 1160 bytes from 88.80.187.84: icmp_seq=94 ttl=51 time=33.6 ms
[1621806987.782699] 1160 bytes from 88.80.187.84: icmp_seq=95 ttl=51 time=33.9 ms
[1621806988.783085] 1160 bytes from 88.80.187.84: icmp_seq=96 ttl=51 time=33.1 ms
[1621806989.784958] 1160 bytes from 88.80.187.84: icmp_seq=97 ttl=51 time=33.6 ms
[1621806990.787438] 1160 bytes from 88.80.187.84: icmp_seq=98 ttl=51 time=34.2 ms
[1621806991.788040] 1160 bytes from 88.80.187.84: icmp_seq=99 ttl=51 time=33.4 ms
[1621806992.790876] 1160 bytes from 88.80.187.84: icmp_seq=100 ttl=51 time=34.6 ms

--- 88.80.187.84 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99153ms
rtt min/avg/max/mdev = 33.010/33.711/34.627/0.372 ms
Ping size: 1184
PING 88.80.187.84 (88.80.187.84) 1184(1212) bytes of data.
[1621806992.829707] 1192 bytes from 88.80.187.84: icmp_seq=1 ttl=51 time=33.6 ms
[1621806993.831766] 1192 bytes from 88.80.187.84: icmp_seq=2 ttl=51 time=33.8 ms
[1621806994.832679] 1192 bytes from 88.80.187.84: icmp_seq=3 ttl=51 time=33.6 ms
[1621806995.834419] 1192 bytes from 88.80.187.84: icmp_seq=4 ttl=51 time=33.5 ms
[1621806996.836588] 1192 bytes from 88.80.187.84: icmp_seq=5 ttl=51 time=33.9 ms
[1621806997.837513] 1192 bytes from 88.80.187.84: icmp_seq=6 ttl=51 time=33.6 ms
[1621806998.839338] 1192 bytes from 88.80.187.84: icmp_seq=7 ttl=51 time=33.5 ms
[1621806999.840833] 1192 bytes from 88.80.187.84: icmp_seq=8 ttl=51 time=33.9 ms
[1621807000.842014] 1192 bytes from 88.80.187.84: icmp_seq=9 ttl=51 time=33.9 ms
[1621807001.842380] 1192 bytes from 88.80.187.84: icmp_seq=10 ttl=51 time=33.6 ms
[1621807002.844027] 1192 bytes from 88.80.187.84: icmp_seq=11 ttl=51 time=33.3 ms
[1621807003.846643] 1192 bytes from 88.80.187.84: icmp_seq=12 ttl=51 time=34.3 ms
[1621807004.847614] 1192 bytes from 88.80.187.84: icmp_seq=13 ttl=51 time=33.7 ms
[1621807005.849774] 1192 bytes from 88.80.187.84: icmp_seq=14 ttl=51 time=33.8 ms
[1621807006.850870] 1192 bytes from 88.80.187.84: icmp_seq=15 ttl=51 time=33.8 ms
[1621807007.851766] 1192 bytes from 88.80.187.84: icmp_seq=16 ttl=51 time=33.6 ms
[1621807008.853687] 1192 bytes from 88.80.187.84: icmp_seq=17 ttl=51 time=33.6 ms
[1621807009.855552] 1192 bytes from 88.80.187.84: icmp_seq=18 ttl=51 time=33.6 ms
[1621807010.857546] 1192 bytes from 88.80.187.84: icmp_seq=19 ttl=51 time=33.7 ms
[1621807011.858585] 1192 bytes from 88.80.187.84: icmp_seq=20 ttl=51 time=32.7 ms
[1621807012.861043] 1192 bytes from 88.80.187.84: icmp_seq=21 ttl=51 time=33.2 ms
[1621807013.862821] 1192 bytes from 88.80.187.84: icmp_seq=22 ttl=51 time=33.5 ms
[1621807014.865406] 1192 bytes from 88.80.187.84: icmp_seq=23 ttl=51 time=34.3 ms
[1621807015.866819] 1192 bytes from 88.80.187.84: icmp_seq=24 ttl=51 time=34.1 ms
[1621807016.867661] 1192 bytes from 88.80.187.84: icmp_seq=25 ttl=51 time=33.5 ms
[1621807017.870076] 1192 bytes from 88.80.187.84: icmp_seq=26 ttl=51 time=34.1 ms
[1621807018.870720] 1192 bytes from 88.80.187.84: icmp_seq=27 ttl=51 time=33.8 ms
[1621807019.870907] 1192 bytes from 88.80.187.84: icmp_seq=28 ttl=51 time=33.7 ms
[1621807020.872619] 1192 bytes from 88.80.187.84: icmp_seq=29 ttl=51 time=33.4 ms
[1621807021.874145] 1192 bytes from 88.80.187.84: icmp_seq=30 ttl=51 time=33.2 ms
[1621807022.876514] 1192 bytes from 88.80.187.84: icmp_seq=31 ttl=51 time=34.1 ms
[1621807023.876611] 1192 bytes from 88.80.187.84: icmp_seq=32 ttl=51 time=33.9 ms
[1621807024.876480] 1192 bytes from 88.80.187.84: icmp_seq=33 ttl=51 time=33.7 ms
[1621807025.877111] 1192 bytes from 88.80.187.84: icmp_seq=34 ttl=51 time=33.4 ms
[1621807026.878251] 1192 bytes from 88.80.187.84: icmp_seq=35 ttl=51 time=33.8 ms
[1621807027.878441] 1192 bytes from 88.80.187.84: icmp_seq=36 ttl=51 time=33.9 ms
[1621807028.878507] 1192 bytes from 88.80.187.84: icmp_seq=37 ttl=51 time=33.7 ms
[1621807029.879057] 1192 bytes from 88.80.187.84: icmp_seq=38 ttl=51 time=34.3 ms
[1621807030.879392] 1192 bytes from 88.80.187.84: icmp_seq=39 ttl=51 time=34.0 ms
[1621807031.879408] 1192 bytes from 88.80.187.84: icmp_seq=40 ttl=51 time=33.7 ms
[1621807032.879791] 1192 bytes from 88.80.187.84: icmp_seq=41 ttl=51 time=33.9 ms
[1621807033.879684] 1192 bytes from 88.80.187.84: icmp_seq=42 ttl=51 time=33.9 ms
[1621807034.879155] 1192 bytes from 88.80.187.84: icmp_seq=43 ttl=51 time=33.3 ms
[1621807035.880070] 1192 bytes from 88.80.187.84: icmp_seq=44 ttl=51 time=33.6 ms
[1621807036.881128] 1192 bytes from 88.80.187.84: icmp_seq=45 ttl=51 time=33.8 ms
[1621807037.881482] 1192 bytes from 88.80.187.84: icmp_seq=46 ttl=51 time=34.1 ms
[1621807038.881902] 1192 bytes from 88.80.187.84: icmp_seq=47 ttl=51 time=34.1 ms
[1621807039.881857] 1192 bytes from 88.80.187.84: icmp_seq=48 ttl=51 time=33.7 ms
[1621807040.882717] 1192 bytes from 88.80.187.84: icmp_seq=49 ttl=51 time=33.9 ms
[1621807041.882516] 1192 bytes from 88.80.187.84: icmp_seq=50 ttl=51 time=33.6 ms
[1621807042.883269] 1192 bytes from 88.80.187.84: icmp_seq=51 ttl=51 time=33.5 ms
[1621807043.884621] 1192 bytes from 88.80.187.84: icmp_seq=52 ttl=51 time=34.0 ms
[1621807044.884652] 1192 bytes from 88.80.187.84: icmp_seq=53 ttl=51 time=33.7 ms
[1621807045.885900] 1192 bytes from 88.80.187.84: icmp_seq=54 ttl=51 time=34.1 ms
[1621807046.886280] 1192 bytes from 88.80.187.84: icmp_seq=55 ttl=51 time=34.1 ms
[1621807047.885928] 1192 bytes from 88.80.187.84: icmp_seq=56 ttl=51 time=33.4 ms
[1621807048.886508] 1192 bytes from 88.80.187.84: icmp_seq=57 ttl=51 time=33.3 ms
[1621807049.887440] 1192 bytes from 88.80.187.84: icmp_seq=58 ttl=51 time=33.6 ms
[1621807050.888489] 1192 bytes from 88.80.187.84: icmp_seq=59 ttl=51 time=33.8 ms
[1621807051.889921] 1192 bytes from 88.80.187.84: icmp_seq=60 ttl=51 time=34.2 ms
[1621807052.889824] 1192 bytes from 88.80.187.84: icmp_seq=61 ttl=51 time=33.7 ms
[1621807053.890891] 1192 bytes from 88.80.187.84: icmp_seq=62 ttl=51 time=33.8 ms
[1621807054.890973] 1192 bytes from 88.80.187.84: icmp_seq=63 ttl=51 time=33.8 ms
[1621807055.890841] 1192 bytes from 88.80.187.84: icmp_seq=64 ttl=51 time=33.6 ms
[1621807056.891559] 1192 bytes from 88.80.187.84: icmp_seq=65 ttl=51 time=33.5 ms
[1621807057.891515] 1192 bytes from 88.80.187.84: icmp_seq=66 ttl=51 time=33.7 ms
[1621807058.892981] 1192 bytes from 88.80.187.84: icmp_seq=67 ttl=51 time=34.2 ms
[1621807059.893287] 1192 bytes from 88.80.187.84: icmp_seq=68 ttl=51 time=34.1 ms
[1621807060.893290] 1192 bytes from 88.80.187.84: icmp_seq=69 ttl=51 time=33.8 ms
[1621807061.893973] 1192 bytes from 88.80.187.84: icmp_seq=70 ttl=51 time=33.5 ms
[1621807062.894305] 1192 bytes from 88.80.187.84: icmp_seq=71 ttl=51 time=33.1 ms
[1621807063.895735] 1192 bytes from 88.80.187.84: icmp_seq=72 ttl=51 time=34.2 ms
[1621807064.895861] 1192 bytes from 88.80.187.84: icmp_seq=73 ttl=51 time=33.9 ms
[1621807065.896021] 1192 bytes from 88.80.187.84: icmp_seq=74 ttl=51 time=33.9 ms
[1621807066.896327] 1192 bytes from 88.80.187.84: icmp_seq=75 ttl=51 time=34.1 ms
[1621807067.896520] 1192 bytes from 88.80.187.84: icmp_seq=76 ttl=51 time=34.0 ms
[1621807068.896766] 1192 bytes from 88.80.187.84: icmp_seq=77 ttl=51 time=34.0 ms
[1621807069.897004] 1192 bytes from 88.80.187.84: icmp_seq=78 ttl=51 time=34.0 ms
[1621807070.897348] 1192 bytes from 88.80.187.84: icmp_seq=79 ttl=51 time=34.1 ms
[1621807071.897534] 1192 bytes from 88.80.187.84: icmp_seq=80 ttl=51 time=34.0 ms
[1621807072.897558] 1192 bytes from 88.80.187.84: icmp_seq=81 ttl=51 time=33.8 ms
[1621807073.898036] 1192 bytes from 88.80.187.84: icmp_seq=82 ttl=51 time=34.2 ms
[1621807074.898578] 1192 bytes from 88.80.187.84: icmp_seq=83 ttl=51 time=34.3 ms
[1621807075.898350] 1192 bytes from 88.80.187.84: icmp_seq=84 ttl=51 time=33.5 ms
[1621807076.898520] 1192 bytes from 88.80.187.84: icmp_seq=85 ttl=51 time=33.8 ms
[1621807077.899411] 1192 bytes from 88.80.187.84: icmp_seq=86 ttl=51 time=33.7 ms
[1621807078.899602] 1192 bytes from 88.80.187.84: icmp_seq=87 ttl=51 time=32.9 ms
[1621807079.900811] 1192 bytes from 88.80.187.84: icmp_seq=88 ttl=51 time=33.9 ms
[1621807080.901449] 1192 bytes from 88.80.187.84: icmp_seq=89 ttl=51 time=34.4 ms
[1621807081.901232] 1192 bytes from 88.80.187.84: icmp_seq=90 ttl=51 time=33.5 ms
[1621807082.902657] 1192 bytes from 88.80.187.84: icmp_seq=91 ttl=51 time=34.1 ms
[1621807083.902691] 1192 bytes from 88.80.187.84: icmp_seq=92 ttl=51 time=33.7 ms
[1621807084.903679] 1192 bytes from 88.80.187.84: icmp_seq=93 ttl=51 time=33.7 ms
[1621807085.904877] 1192 bytes from 88.80.187.84: icmp_seq=94 ttl=51 time=33.9 ms
[1621807086.904919] 1192 bytes from 88.80.187.84: icmp_seq=95 ttl=51 time=33.8 ms
[1621807087.905160] 1192 bytes from 88.80.187.84: icmp_seq=96 ttl=51 time=34.0 ms
[1621807088.904459] 1192 bytes from 88.80.187.84: icmp_seq=97 ttl=51 time=33.0 ms
[1621807089.905811] 1192 bytes from 88.80.187.84: icmp_seq=98 ttl=51 time=34.1 ms
[1621807090.906050] 1192 bytes from 88.80.187.84: icmp_seq=99 ttl=51 time=34.0 ms
[1621807091.906164] 1192 bytes from 88.80.187.84: icmp_seq=100 ttl=51 time=33.9 ms

--- 88.80.187.84 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99077ms
rtt min/avg/max/mdev = 32.735/33.775/34.354/0.312 ms
Ping size: 1216
PING 88.80.187.84 (88.80.187.84) 1216(1244) bytes of data.
[1621807091.945931] 1224 bytes from 88.80.187.84: icmp_seq=1 ttl=51 time=34.1 ms
[1621807092.946659] 1224 bytes from 88.80.187.84: icmp_seq=2 ttl=51 time=33.5 ms
[1621807093.948438] 1224 bytes from 88.80.187.84: icmp_seq=3 ttl=51 time=33.5 ms
[1621807094.951116] 1224 bytes from 88.80.187.84: icmp_seq=4 ttl=51 time=34.4 ms
[1621807095.952464] 1224 bytes from 88.80.187.84: icmp_seq=5 ttl=51 time=34.1 ms
[1621807096.953726] 1224 bytes from 88.80.187.84: icmp_seq=6 ttl=51 time=34.0 ms
[1621807097.955576] 1224 bytes from 88.80.187.84: icmp_seq=7 ttl=51 time=34.6 ms
[1621807098.955974] 1224 bytes from 88.80.187.84: icmp_seq=8 ttl=51 time=33.1 ms
[1621807099.957931] 1224 bytes from 88.80.187.84: icmp_seq=9 ttl=51 time=33.7 ms
[1621807100.960291] 1224 bytes from 88.80.187.84: icmp_seq=10 ttl=51 time=34.1 ms
[1621807101.961267] 1224 bytes from 88.80.187.84: icmp_seq=11 ttl=51 time=33.7 ms
[1621807102.963488] 1224 bytes from 88.80.187.84: icmp_seq=12 ttl=51 time=34.0 ms
[1621807103.964680] 1224 bytes from 88.80.187.84: icmp_seq=13 ttl=51 time=34.0 ms
[1621807104.965825] 1224 bytes from 88.80.187.84: icmp_seq=14 ttl=51 time=33.9 ms
[1621807105.966948] 1224 bytes from 88.80.187.84: icmp_seq=15 ttl=51 time=33.9 ms
[1621807106.967707] 1224 bytes from 88.80.187.84: icmp_seq=16 ttl=51 time=33.5 ms
[1621807107.969697] 1224 bytes from 88.80.187.84: icmp_seq=17 ttl=51 time=33.8 ms
[1621807108.971545] 1224 bytes from 88.80.187.84: icmp_seq=18 ttl=51 time=33.6 ms
[1621807109.973289] 1224 bytes from 88.80.187.84: icmp_seq=19 ttl=51 time=33.5 ms
[1621807110.974976] 1224 bytes from 88.80.187.84: icmp_seq=20 ttl=51 time=33.5 ms
[1621807111.976346] 1224 bytes from 88.80.187.84: icmp_seq=21 ttl=51 time=33.2 ms
[1621807112.977993] 1224 bytes from 88.80.187.84: icmp_seq=22 ttl=51 time=33.4 ms
[1621807113.979775] 1224 bytes from 88.80.187.84: icmp_seq=23 ttl=51 time=33.6 ms
[1621807114.982015] 1224 bytes from 88.80.187.84: icmp_seq=24 ttl=51 time=34.0 ms
[1621807115.982768] 1224 bytes from 88.80.187.84: icmp_seq=25 ttl=51 time=33.5 ms
[1621807116.984765] 1224 bytes from 88.80.187.84: icmp_seq=26 ttl=51 time=33.8 ms
[1621807117.986478] 1224 bytes from 88.80.187.84: icmp_seq=27 ttl=51 time=33.5 ms
[1621807118.988556] 1224 bytes from 88.80.187.84: icmp_seq=28 ttl=51 time=33.9 ms
[1621807119.989201] 1224 bytes from 88.80.187.84: icmp_seq=29 ttl=51 time=33.4 ms
[1621807120.991584] 1224 bytes from 88.80.187.84: icmp_seq=30 ttl=51 time=34.2 ms
[1621807121.992552] 1224 bytes from 88.80.187.84: icmp_seq=31 ttl=51 time=33.7 ms
[1621807122.995070] 1224 bytes from 88.80.187.84: icmp_seq=32 ttl=51 time=34.3 ms
[1621807123.996247] 1224 bytes from 88.80.187.84: icmp_seq=33 ttl=51 time=34.0 ms
[1621807124.996817] 1224 bytes from 88.80.187.84: icmp_seq=34 ttl=51 time=33.3 ms
[1621807125.997809] 1224 bytes from 88.80.187.84: icmp_seq=35 ttl=51 time=32.8 ms
[1621807127.001036] 1224 bytes from 88.80.187.84: icmp_seq=36 ttl=51 time=34.0 ms
[1621807128.001672] 1224 bytes from 88.80.187.84: icmp_seq=37 ttl=51 time=33.4 ms
[1621807129.005646] 1224 bytes from 88.80.187.84: icmp_seq=38 ttl=51 time=35.7 ms
[1621807130.005670] 1224 bytes from 88.80.187.84: icmp_seq=39 ttl=51 time=33.8 ms
[1621807131.007661] 1224 bytes from 88.80.187.84: icmp_seq=40 ttl=51 time=33.7 ms
[1621807132.010461] 1224 bytes from 88.80.187.84: icmp_seq=41 ttl=51 time=34.6 ms
[1621807133.011905] 1224 bytes from 88.80.187.84: icmp_seq=42 ttl=51 time=34.2 ms
[1621807134.013410] 1224 bytes from 88.80.187.84: icmp_seq=43 ttl=51 time=34.3 ms
[1621807135.015222] 1224 bytes from 88.80.187.84: icmp_seq=44 ttl=51 time=34.6 ms
[1621807136.015909] 1224 bytes from 88.80.187.84: icmp_seq=45 ttl=51 time=33.5 ms
[1621807137.020093] 1224 bytes from 88.80.187.84: icmp_seq=46 ttl=51 time=36.0 ms
[1621807138.018612] 1224 bytes from 88.80.187.84: icmp_seq=47 ttl=51 time=33.3 ms
[1621807139.020403] 1224 bytes from 88.80.187.84: icmp_seq=48 ttl=51 time=33.6 ms
[1621807140.022122] 1224 bytes from 88.80.187.84: icmp_seq=49 ttl=51 time=33.5 ms
[1621807141.024393] 1224 bytes from 88.80.187.84: icmp_seq=50 ttl=51 time=34.1 ms
[1621807142.025444] 1224 bytes from 88.80.187.84: icmp_seq=51 ttl=51 time=33.9 ms
[1621807143.026116] 1224 bytes from 88.80.187.84: icmp_seq=52 ttl=51 time=33.5 ms
[1621807144.028122] 1224 bytes from 88.80.187.84: icmp_seq=53 ttl=51 time=33.8 ms
[1621807145.029873] 1224 bytes from 88.80.187.84: icmp_seq=54 ttl=51 time=33.5 ms
[1621807146.032456] 1224 bytes from 88.80.187.84: icmp_seq=55 ttl=51 time=34.3 ms
[1621807147.033849] 1224 bytes from 88.80.187.84: icmp_seq=56 ttl=51 time=34.2 ms
[1621807148.034656] 1224 bytes from 88.80.187.84: icmp_seq=57 ttl=51 time=33.6 ms
[1621807149.037053] 1224 bytes from 88.80.187.84: icmp_seq=58 ttl=51 time=34.2 ms
[1621807150.037443] 1224 bytes from 88.80.187.84: icmp_seq=59 ttl=51 time=33.3 ms
[1621807151.040259] 1224 bytes from 88.80.187.84: icmp_seq=60 ttl=51 time=34.6 ms
[1621807152.041235] 1224 bytes from 88.80.187.84: icmp_seq=61 ttl=51 time=33.7 ms
[1621807153.043478] 1224 bytes from 88.80.187.84: icmp_seq=62 ttl=51 time=34.0 ms
[1621807154.044234] 1224 bytes from 88.80.187.84: icmp_seq=63 ttl=51 time=33.5 ms
[1621807155.046683] 1224 bytes from 88.80.187.84: icmp_seq=64 ttl=51 time=34.2 ms
[1621807156.047016] 1224 bytes from 88.80.187.84: icmp_seq=65 ttl=51 time=33.3 ms
[1621807157.049123] 1224 bytes from 88.80.187.84: icmp_seq=66 ttl=51 time=33.9 ms
[1621807158.050286] 1224 bytes from 88.80.187.84: icmp_seq=67 ttl=51 time=33.9 ms
[1621807159.050846] 1224 bytes from 88.80.187.84: icmp_seq=68 ttl=51 time=33.3 ms
[1621807160.052969] 1224 bytes from 88.80.187.84: icmp_seq=69 ttl=51 time=33.9 ms
[1621807161.054527] 1224 bytes from 88.80.187.84: icmp_seq=70 ttl=51 time=34.3 ms
[1621807162.055958] 1224 bytes from 88.80.187.84: icmp_seq=71 ttl=51 time=34.2 ms
[1621807163.056700] 1224 bytes from 88.80.187.84: icmp_seq=72 ttl=51 time=33.5 ms
[1621807164.058973] 1224 bytes from 88.80.187.84: icmp_seq=73 ttl=51 time=34.1 ms
[1621807165.059729] 1224 bytes from 88.80.187.84: icmp_seq=74 ttl=51 time=33.5 ms
[1621807166.061475] 1224 bytes from 88.80.187.84: icmp_seq=75 ttl=51 time=33.5 ms
[1621807167.063733] 1224 bytes from 88.80.187.84: icmp_seq=76 ttl=51 time=34.0 ms
[1621807168.064446] 1224 bytes from 88.80.187.84: icmp_seq=77 ttl=51 time=33.5 ms
[1621807169.065873] 1224 bytes from 88.80.187.84: icmp_seq=78 ttl=51 time=33.2 ms
[1621807170.067393] 1224 bytes from 88.80.187.84: icmp_seq=79 ttl=51 time=33.3 ms
[1621807171.069305] 1224 bytes from 88.80.187.84: icmp_seq=80 ttl=51 time=33.7 ms
[1621807172.071005] 1224 bytes from 88.80.187.84: icmp_seq=81 ttl=51 time=33.5 ms
[1621807173.072880] 1224 bytes from 88.80.187.84: icmp_seq=82 ttl=51 time=33.7 ms
[1621807174.074740] 1224 bytes from 88.80.187.84: icmp_seq=83 ttl=51 time=33.6 ms
[1621807175.076800] 1224 bytes from 88.80.187.84: icmp_seq=84 ttl=51 time=33.8 ms
[1621807176.077713] 1224 bytes from 88.80.187.84: icmp_seq=85 ttl=51 time=33.7 ms
[1621807177.079551] 1224 bytes from 88.80.187.84: icmp_seq=86 ttl=51 time=33.6 ms
[1621807178.081328] 1224 bytes from 88.80.187.84: icmp_seq=87 ttl=51 time=33.5 ms
[1621807179.083037] 1224 bytes from 88.80.187.84: icmp_seq=88 ttl=51 time=33.5 ms
[1621807180.085554] 1224 bytes from 88.80.187.84: icmp_seq=89 ttl=51 time=34.3 ms
[1621807181.086054] 1224 bytes from 88.80.187.84: icmp_seq=90 ttl=51 time=33.2 ms
[1621807182.088038] 1224 bytes from 88.80.187.84: icmp_seq=91 ttl=51 time=33.8 ms
[1621807183.090390] 1224 bytes from 88.80.187.84: icmp_seq=92 ttl=51 time=34.1 ms
[1621807184.090853] 1224 bytes from 88.80.187.84: icmp_seq=93 ttl=51 time=33.3 ms
[1621807185.093388] 1224 bytes from 88.80.187.84: icmp_seq=94 ttl=51 time=34.3 ms
