Ping size: 0
PING 88.80.187.84 (88.80.187.84) 0(28) bytes of data.
[1621804730.547859] 456 bytes from 88.80.187.84: icmp_seq=20 ttl=51 time=32.2 ms
[1621804731.549580] 456 bytes from 88.80.187.84: icmp_seq=21 ttl=51 time=32.5 ms
[1621804732.551784] 456 bytes from 88.80.187.84: icmp_seq=22 ttl=51 time=32.9 ms
[1621804733.553120] 456 bytes from 88.80.187.84: icmp_seq=23 ttl=51 time=33.3 ms
[1621804734.553704] 456 bytes from 88.80.187.84: icmp_seq=24 ttl=51 time=32.4 ms
[1621804735.555665] 456 bytes from 88.80.187.84: icmp_seq=25 ttl=51 time=32.7 ms
[1621804736.557467] 456 bytes from 88.80.187.84: icmp_seq=26 ttl=51 time=32.5 ms
[1621804737.559382] 456 bytes from 88.80.187.84: icmp_seq=27 ttl=51 time=32.7 ms
[1621804738.561591] 456 bytes from 88.80.187.84: icmp_seq=28 ttl=51 time=33.0 ms
[1621804739.562511] 456 bytes from 88.80.187.84: icmp_seq=29 ttl=51 time=32.7 ms
[1621804740.565089] 456 bytes from 88.80.187.84: icmp_seq=30 ttl=51 time=33.3 ms
[1621804741.565664] 456 bytes from 88.80.187.84: icmp_seq=31 ttl=51 time=32.3 ms
[1621804742.567906] 456 bytes from 88.80.187.84: icmp_seq=32 ttl=51 time=33.0 ms
[1621804743.569411] 456 bytes from 88.80.187.84: icmp_seq=33 ttl=51 time=33.2 ms
[1621804744.571402] 456 bytes from 88.80.187.84: icmp_seq=34 ttl=51 time=33.7 ms
[1621804745.573011] 456 bytes from 88.80.187.84: icmp_seq=35 ttl=51 time=33.4 ms
[1621804746.573427] 456 bytes from 88.80.187.84: icmp_seq=36 ttl=51 time=32.2 ms
[1621804747.575653] 456 bytes from 88.80.187.84: icmp_seq=37 ttl=51 time=33.0 ms
[1621804748.576459] 456 bytes from 88.80.187.84: icmp_seq=38 ttl=51 time=32.6 ms
[1621804749.578128] 456 bytes from 88.80.187.84: icmp_seq=39 ttl=51 time=32.4 ms
[1621804750.580471] 456 bytes from 88.80.187.84: icmp_seq=40 ttl=51 time=33.1 ms
[1621804751.580899] 456 bytes from 88.80.187.84: icmp_seq=41 ttl=51 time=32.2 ms
[1621804752.583148] 456 bytes from 88.80.187.84: icmp_seq=42 ttl=51 time=33.0 ms
[1621804753.584146] 456 bytes from 88.80.187.84: icmp_seq=43 ttl=51 time=32.8 ms
[1621804754.585918] 456 bytes from 88.80.187.84: icmp_seq=44 ttl=51 time=32.5 ms
[1621804755.588478] 456 bytes from 88.80.187.84: icmp_seq=45 ttl=51 time=33.3 ms
[1621804756.589879] 456 bytes from 88.80.187.84: icmp_seq=46 ttl=51 time=33.1 ms
[1621804757.590901] 456 bytes from 88.80.187.84: icmp_seq=47 ttl=51 time=32.8 ms
[1621804758.593471] 456 bytes from 88.80.187.84: icmp_seq=48 ttl=51 time=33.3 ms
[1621804759.594674] 456 bytes from 88.80.187.84: icmp_seq=49 ttl=51 time=33.0 ms
[1621804760.595668] 456 bytes from 88.80.187.84: icmp_seq=50 ttl=51 time=32.7 ms
[1621804761.598391] 456 bytes from 88.80.187.84: icmp_seq=51 ttl=51 time=33.5 ms
[1621804762.599504] 456 bytes from 88.80.187.84: icmp_seq=52 ttl=51 time=32.9 ms
[1621804763.601191] 456 bytes from 88.80.187.84: icmp_seq=53 ttl=51 time=33.4 ms
[1621804764.601759] 456 bytes from 88.80.187.84: icmp_seq=54 ttl=51 time=32.3 ms
[1621804765.603962] 456 bytes from 88.80.187.84: icmp_seq=55 ttl=51 time=33.1 ms
[1621804766.604972] 456 bytes from 88.80.187.84: icmp_seq=56 ttl=51 time=32.8 ms
[1621804767.607218] 456 bytes from 88.80.187.84: icmp_seq=57 ttl=51 time=33.0 ms
[1621804768.608726] 456 bytes from 88.80.187.84: icmp_seq=58 ttl=51 time=33.3 ms
[1621804769.609719] 456 bytes from 88.80.187.84: icmp_seq=59 ttl=51 time=32.8 ms
[1621804770.611548] 456 bytes from 88.80.187.84: icmp_seq=60 ttl=51 time=32.6 ms
[1621804771.613534] 456 bytes from 88.80.187.84: icmp_seq=61 ttl=51 time=32.7 ms
[1621804772.615123] 456 bytes from 88.80.187.84: icmp_seq=62 ttl=51 time=32.3 ms
[1621804773.617096] 456 bytes from 88.80.187.84: icmp_seq=63 ttl=51 time=32.7 ms
[1621804774.618991] 456 bytes from 88.80.187.84: icmp_seq=64 ttl=51 time=32.7 ms
[1621804775.620363] 456 bytes from 88.80.187.84: icmp_seq=65 ttl=51 time=32.1 ms
[1621804776.622758] 456 bytes from 88.80.187.84: icmp_seq=66 ttl=51 time=33.1 ms
[1621804777.624338] 456 bytes from 88.80.187.84: icmp_seq=67 ttl=51 time=33.3 ms
[1621804778.625322] 456 bytes from 88.80.187.84: icmp_seq=68 ttl=51 time=32.7 ms
[1621804779.627577] 456 bytes from 88.80.187.84: icmp_seq=69 ttl=51 time=33.0 ms
[1621804780.628454] 456 bytes from 88.80.187.84: icmp_seq=70 ttl=51 time=32.6 ms
[1621804781.630541] 456 bytes from 88.80.187.84: icmp_seq=71 ttl=51 time=32.8 ms
[1621804782.631032] 456 bytes from 88.80.187.84: icmp_seq=72 ttl=51 time=32.3 ms
[1621804783.633039] 456 bytes from 88.80.187.84: icmp_seq=73 ttl=51 time=32.8 ms
[1621804784.635359] 456 bytes from 88.80.187.84: icmp_seq=74 ttl=51 time=33.1 ms
[1621804785.635815] 456 bytes from 88.80.187.84: icmp_seq=75 ttl=51 time=32.2 ms
[1621804786.637815] 456 bytes from 88.80.187.84: icmp_seq=76 ttl=51 time=32.7 ms
[1621804787.639815] 456 bytes from 88.80.187.84: icmp_seq=77 ttl=51 time=32.8 ms
[1621804788.641686] 456 bytes from 88.80.187.84: icmp_seq=78 ttl=51 time=32.6 ms
[1621804789.643729] 456 bytes from 88.80.187.84: icmp_seq=79 ttl=51 time=32.8 ms
[1621804790.644690] 456 bytes from 88.80.187.84: icmp_seq=80 ttl=51 time=32.7 ms
[1621804791.647601] 456 bytes from 88.80.187.84: icmp_seq=81 ttl=51 time=33.7 ms
[1621804792.648715] 456 bytes from 88.80.187.84: icmp_seq=82 ttl=51 time=32.8 ms
[1621804793.649846] 456 bytes from 88.80.187.84: icmp_seq=83 ttl=51 time=32.9 ms
[1621804794.651100] 456 bytes from 88.80.187.84: icmp_seq=84 ttl=51 time=33.0 ms
[1621804795.652618] 456 bytes from 88.80.187.84: icmp_seq=85 ttl=51 time=33.3 ms
[1621804796.653104] 456 bytes from 88.80.187.84: icmp_seq=86 ttl=51 time=32.2 ms
[1621804797.655107] 456 bytes from 88.80.187.84: icmp_seq=87 ttl=51 time=32.8 ms
[1621804798.657430] 456 bytes from 88.80.187.84: icmp_seq=88 ttl=51 time=33.1 ms
[1621804799.658988] 456 bytes from 88.80.187.84: icmp_seq=89 ttl=51 time=33.3 ms
[1621804800.659699] 456 bytes from 88.80.187.84: icmp_seq=90 ttl=51 time=32.4 ms
[1621804801.661859] 456 bytes from 88.80.187.84: icmp_seq=91 ttl=51 time=32.9 ms
[1621804802.663991] 456 bytes from 88.80.187.84: icmp_seq=92 ttl=51 time=33.9 ms
[1621804803.663982] 456 bytes from 88.80.187.84: icmp_seq=93 ttl=51 time=32.8 ms
[1621804804.666688] 456 bytes from 88.80.187.84: icmp_seq=94 ttl=51 time=33.4 ms
[1621804805.667460] 456 bytes from 88.80.187.84: icmp_seq=95 ttl=51 time=32.6 ms
[1621804806.669391] 456 bytes from 88.80.187.84: icmp_seq=96 ttl=51 time=32.7 ms
[1621804807.671924] 456 bytes from 88.80.187.84: icmp_seq=97 ttl=51 time=33.3 ms
[1621804808.673150] 456 bytes from 88.80.187.84: icmp_seq=98 ttl=51 time=33.0 ms
[1621804809.674030] 456 bytes from 88.80.187.84: icmp_seq=99 ttl=51 time=32.6 ms
[1621804810.675911] 456 bytes from 88.80.187.84: icmp_seq=100 ttl=51 time=32.6 ms

--- 88.80.187.84 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99157ms
rtt min/avg/max/mdev = 31.981/32.798/33.893/0.399 ms
Ping size: 480
PING 88.80.187.84 (88.80.187.84) 480(508) bytes of data.
[1621804810.713599] 488 bytes from 88.80.187.84: icmp_seq=1 ttl=51 time=32.9 ms
[1621804811.714305] 488 bytes from 88.80.187.84: icmp_seq=2 ttl=51 time=32.5 ms
[1621804812.715887] 488 bytes from 88.80.187.84: icmp_seq=3 ttl=51 time=32.3 ms
[1621804813.717660] 488 bytes from 88.80.187.84: icmp_seq=4 ttl=51 time=32.5 ms
[1621804814.719904] 488 bytes from 88.80.187.84: icmp_seq=5 ttl=51 time=33.0 ms
[1621804815.720667] 488 bytes from 88.80.187.84: icmp_seq=6 ttl=51 time=32.5 ms
[1621804816.722397] 488 bytes from 88.80.187.84: icmp_seq=7 ttl=51 time=32.5 ms
[1621804817.724675] 488 bytes from 88.80.187.84: icmp_seq=8 ttl=51 time=33.0 ms
[1621804818.725116] 488 bytes from 88.80.187.84: icmp_seq=9 ttl=51 time=32.2 ms
[1621804819.727520] 488 bytes from 88.80.187.84: icmp_seq=10 ttl=51 time=33.1 ms
[1621804820.728497] 488 bytes from 88.80.187.84: icmp_seq=11 ttl=51 time=32.7 ms
[1621804821.729651] 488 bytes from 88.80.187.84: icmp_seq=12 ttl=51 time=31.9 ms
[1621804822.731549] 488 bytes from 88.80.187.84: icmp_seq=13 ttl=51 time=32.7 ms
[1621804823.733941] 488 bytes from 88.80.187.84: icmp_seq=14 ttl=51 time=33.2 ms
[1621804824.734951] 488 bytes from 88.80.187.84: icmp_seq=15 ttl=51 time=32.8 ms
[1621804825.736186] 488 bytes from 88.80.187.84: icmp_seq=16 ttl=51 time=32.0 ms
[1621804826.737702] 488 bytes from 88.80.187.84: icmp_seq=17 ttl=51 time=32.3 ms
[1621804827.739444] 488 bytes from 88.80.187.84: icmp_seq=18 ttl=51 time=32.5 ms
[1621804828.741716] 488 bytes from 88.80.187.84: icmp_seq=19 ttl=51 time=33.0 ms
[1621804829.742484] 488 bytes from 88.80.187.84: icmp_seq=20 ttl=51 time=32.5 ms
[1621804830.743984] 488 bytes from 88.80.187.84: icmp_seq=21 ttl=51 time=32.3 ms
[1621804831.745295] 488 bytes from 88.80.187.84: icmp_seq=22 ttl=51 time=32.1 ms
[1621804832.747517] 488 bytes from 88.80.187.84: icmp_seq=23 ttl=51 time=33.0 ms
[1621804833.748314] 488 bytes from 88.80.187.84: icmp_seq=24 ttl=51 time=32.5 ms
[1621804834.750317] 488 bytes from 88.80.187.84: icmp_seq=25 ttl=51 time=32.8 ms
[1621804835.752036] 488 bytes from 88.80.187.84: icmp_seq=26 ttl=51 time=32.5 ms
[1621804836.753581] 488 bytes from 88.80.187.84: icmp_seq=27 ttl=51 time=32.3 ms
[1621804837.755686] 488 bytes from 88.80.187.84: icmp_seq=28 ttl=51 time=32.8 ms
[1621804838.756823] 488 bytes from 88.80.187.84: icmp_seq=29 ttl=51 time=32.9 ms
[1621804839.757845] 488 bytes from 88.80.187.84: icmp_seq=30 ttl=51 time=32.8 ms
[1621804840.759939] 488 bytes from 88.80.187.84: icmp_seq=31 ttl=51 time=32.8 ms
[1621804841.760205] 488 bytes from 88.80.187.84: icmp_seq=32 ttl=51 time=32.0 ms
[1621804842.762785] 488 bytes from 88.80.187.84: icmp_seq=33 ttl=51 time=33.4 ms
[1621804843.763837] 488 bytes from 88.80.187.84: icmp_seq=34 ttl=51 time=32.8 ms
[1621804844.764609] 488 bytes from 88.80.187.84: icmp_seq=35 ttl=51 time=32.5 ms
[1621804845.766684] 488 bytes from 88.80.187.84: icmp_seq=36 ttl=51 time=32.8 ms
[1621804846.769107] 488 bytes from 88.80.187.84: icmp_seq=37 ttl=51 time=33.2 ms
[1621804847.770453] 488 bytes from 88.80.187.84: icmp_seq=38 ttl=51 time=33.1 ms
[1621804848.771436] 488 bytes from 88.80.187.84: icmp_seq=39 ttl=51 time=32.7 ms
[1621804849.774379] 488 bytes from 88.80.187.84: icmp_seq=40 ttl=51 time=33.7 ms
[1621804850.775645] 488 bytes from 88.80.187.84: icmp_seq=41 ttl=51 time=33.0 ms
[1621804851.776906] 488 bytes from 88.80.187.84: icmp_seq=42 ttl=51 time=33.1 ms
[1621804852.778207] 488 bytes from 88.80.187.84: icmp_seq=43 ttl=51 time=33.1 ms
[1621804853.779131] 488 bytes from 88.80.187.84: icmp_seq=44 ttl=51 time=32.7 ms
[1621804854.781673] 488 bytes from 88.80.187.84: icmp_seq=45 ttl=51 time=33.2 ms
[1621804855.782666] 488 bytes from 88.80.187.84: icmp_seq=46 ttl=51 time=32.7 ms
[1621804856.784661] 488 bytes from 88.80.187.84: icmp_seq=47 ttl=51 time=32.7 ms
[1621804857.786860] 488 bytes from 88.80.187.84: icmp_seq=48 ttl=51 time=33.0 ms
[1621804858.788446] 488 bytes from 88.80.187.84: icmp_seq=49 ttl=51 time=33.3 ms
[1621804859.788592] 488 bytes from 88.80.187.84: icmp_seq=50 ttl=51 time=31.9 ms
[1621804860.790853] 488 bytes from 88.80.187.84: icmp_seq=51 ttl=51 time=33.0 ms
[1621804861.791373] 488 bytes from 88.80.187.84: icmp_seq=52 ttl=51 time=32.3 ms
[1621804862.793108] 488 bytes from 88.80.187.84: icmp_seq=53 ttl=51 time=32.5 ms
[1621804863.794923] 488 bytes from 88.80.187.84: icmp_seq=54 ttl=51 time=32.6 ms
[1621804864.796937] 488 bytes from 88.80.187.84: icmp_seq=55 ttl=51 time=32.8 ms
[1621804865.798486] 488 bytes from 88.80.187.84: icmp_seq=56 ttl=51 time=32.3 ms
[1621804866.799684] 488 bytes from 88.80.187.84: icmp_seq=57 ttl=51 time=32.8 ms
[1621804867.800714] 488 bytes from 88.80.187.84: icmp_seq=58 ttl=51 time=32.9 ms
[1621804868.802565] 488 bytes from 88.80.187.84: icmp_seq=59 ttl=51 time=32.6 ms
[1621804869.804531] 488 bytes from 88.80.187.84: icmp_seq=60 ttl=51 time=32.7 ms
[1621804870.806532] 488 bytes from 88.80.187.84: icmp_seq=61 ttl=51 time=32.7 ms
[1621804871.808703] 488 bytes from 88.80.187.84: icmp_seq=62 ttl=51 time=32.9 ms
[1621804872.810653] 488 bytes from 88.80.187.84: icmp_seq=63 ttl=51 time=33.7 ms
[1621804873.812034] 488 bytes from 88.80.187.84: icmp_seq=64 ttl=51 time=33.1 ms
[1621804874.813576] 488 bytes from 88.80.187.84: icmp_seq=65 ttl=51 time=33.2 ms
[1621804875.814735] 488 bytes from 88.80.187.84: icmp_seq=66 ttl=51 time=32.9 ms
[1621804876.815910] 488 bytes from 88.80.187.84: icmp_seq=67 ttl=51 time=32.9 ms
[1621804877.816739] 488 bytes from 88.80.187.84: icmp_seq=68 ttl=51 time=32.6 ms
[1621804878.818995] 488 bytes from 88.80.187.84: icmp_seq=69 ttl=51 time=33.0 ms
[1621804879.819502] 488 bytes from 88.80.187.84: icmp_seq=70 ttl=51 time=32.2 ms
[1621804880.821571] 488 bytes from 88.80.187.84: icmp_seq=71 ttl=51 time=32.8 ms
[1621804881.822746] 488 bytes from 88.80.187.84: icmp_seq=72 ttl=51 time=32.9 ms
[1621804882.824002] 488 bytes from 88.80.187.84: icmp_seq=73 ttl=51 time=33.0 ms
[1621804883.825867] 488 bytes from 88.80.187.84: icmp_seq=74 ttl=51 time=33.6 ms
[1621804884.826777] 488 bytes from 88.80.187.84: icmp_seq=75 ttl=51 time=32.7 ms
[1621804885.828447] 488 bytes from 88.80.187.84: icmp_seq=76 ttl=51 time=32.4 ms
[1621804886.829763] 488 bytes from 88.80.187.84: icmp_seq=77 ttl=51 time=32.1 ms
[1621804887.831166] 488 bytes from 88.80.187.84: icmp_seq=78 ttl=51 time=32.2 ms
[1621804888.832775] 488 bytes from 88.80.187.84: icmp_seq=79 ttl=51 time=32.4 ms
[1621804889.835044] 488 bytes from 88.80.187.84: icmp_seq=80 ttl=51 time=33.0 ms
[1621804890.836302] 488 bytes from 88.80.187.84: icmp_seq=81 ttl=51 time=33.0 ms
[1621804891.837066] 488 bytes from 88.80.187.84: icmp_seq=82 ttl=51 time=32.5 ms
[1621804892.838784] 488 bytes from 88.80.187.84: icmp_seq=83 ttl=51 time=32.5 ms
[1621804893.840964] 488 bytes from 88.80.187.84: icmp_seq=84 ttl=51 time=32.9 ms
[1621804894.841822] 488 bytes from 88.80.187.84: icmp_seq=85 ttl=51 time=32.6 ms
[1621804895.843806] 488 bytes from 88.80.187.84: icmp_seq=86 ttl=51 time=32.7 ms
[1621804896.845122] 488 bytes from 88.80.187.84: icmp_seq=87 ttl=51 time=32.1 ms
[1621804897.847595] 488 bytes from 88.80.187.84: icmp_seq=88 ttl=51 time=33.2 ms
[1621804898.848074] 488 bytes from 88.80.187.84: icmp_seq=89 ttl=51 time=32.2 ms
[1621804899.849888] 488 bytes from 88.80.187.84: icmp_seq=90 ttl=51 time=32.6 ms
[1621804900.852102] 488 bytes from 88.80.187.84: icmp_seq=91 ttl=51 time=33.0 ms
[1621804901.853088] 488 bytes from 88.80.187.84: icmp_seq=92 ttl=51 time=32.7 ms
[1621804902.854850] 488 bytes from 88.80.187.84: icmp_seq=93 ttl=51 time=32.5 ms
[1621804903.856863] 488 bytes from 88.80.187.84: icmp_seq=94 ttl=51 time=32.8 ms
[1621804904.858564] 488 bytes from 88.80.187.84: icmp_seq=95 ttl=51 time=32.4 ms
[1621804905.860732] 488 bytes from 88.80.187.84: icmp_seq=96 ttl=51 time=32.9 ms
[1621804906.861470] 488 bytes from 88.80.187.84: icmp_seq=97 ttl=51 time=32.5 ms
[1621804907.863866] 488 bytes from 88.80.187.84: icmp_seq=98 ttl=51 time=33.2 ms
[1621804908.865153] 488 bytes from 88.80.187.84: icmp_seq=99 ttl=51 time=33.0 ms
[1621804909.865437] 488 bytes from 88.80.187.84: icmp_seq=100 ttl=51 time=32.0 ms

--- 88.80.187.84 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99154ms
rtt min/avg/max/mdev = 31.894/32.720/33.692/0.378 ms
Ping size: 512
PING 88.80.187.84 (88.80.187.84) 512(540) bytes of data.
[1621804909.902411] 520 bytes from 88.80.187.84: icmp_seq=1 ttl=51 time=32.1 ms
[1621804910.904115] 520 bytes from 88.80.187.84: icmp_seq=2 ttl=51 time=33.5 ms
[1621804911.904121] 520 bytes from 88.80.187.84: icmp_seq=3 ttl=51 time=32.8 ms
[1621804912.904979] 520 bytes from 88.80.187.84: icmp_seq=4 ttl=51 time=32.6 ms
[1621804913.906129] 520 bytes from 88.80.187.84: icmp_seq=5 ttl=51 time=32.9 ms
[1621804914.906758] 520 bytes from 88.80.187.84: icmp_seq=6 ttl=51 time=33.4 ms
[1621804915.906772] 520 bytes from 88.80.187.84: icmp_seq=7 ttl=51 time=32.8 ms
[1621804916.907669] 520 bytes from 88.80.187.84: icmp_seq=8 ttl=51 time=32.6 ms
[1621804917.908464] 520 bytes from 88.80.187.84: icmp_seq=9 ttl=51 time=32.6 ms
[1621804918.908666] 520 bytes from 88.80.187.84: icmp_seq=10 ttl=51 time=31.9 ms
[1621804919.910155] 520 bytes from 88.80.187.84: icmp_seq=11 ttl=51 time=33.2 ms
[1621804920.910851] 520 bytes from 88.80.187.84: icmp_seq=12 ttl=51 time=33.5 ms
[1621804921.909909] 520 bytes from 88.80.187.84: icmp_seq=13 ttl=51 time=32.1 ms
[1621804922.910157] 520 bytes from 88.80.187.84: icmp_seq=14 ttl=51 time=32.0 ms
[1621804923.910810] 520 bytes from 88.80.187.84: icmp_seq=15 ttl=51 time=32.4 ms
[1621804924.911183] 520 bytes from 88.80.187.84: icmp_seq=16 ttl=51 time=32.7 ms
[1621804925.912442] 520 bytes from 88.80.187.84: icmp_seq=17 ttl=51 time=33.0 ms
[1621804926.912215] 520 bytes from 88.80.187.84: icmp_seq=18 ttl=51 time=32.5 ms
[1621804927.912438] 520 bytes from 88.80.187.84: icmp_seq=19 ttl=51 time=32.0 ms
[1621804928.913943] 520 bytes from 88.80.187.84: icmp_seq=20 ttl=51 time=33.3 ms
[1621804929.913957] 520 bytes from 88.80.187.84: icmp_seq=21 ttl=51 time=32.8 ms
[1621804930.914709] 520 bytes from 88.80.187.84: icmp_seq=22 ttl=51 time=32.5 ms
[1621804931.915702] 520 bytes from 88.80.187.84: icmp_seq=23 ttl=51 time=32.8 ms
[1621804932.916832] 520 bytes from 88.80.187.84: icmp_seq=24 ttl=51 time=32.9 ms
[1621804933.916482] 520 bytes from 88.80.187.84: icmp_seq=25 ttl=51 time=32.4 ms
[1621804934.917732] 520 bytes from 88.80.187.84: icmp_seq=26 ttl=51 time=33.0 ms
[1621804935.917551] 520 bytes from 88.80.187.84: icmp_seq=27 ttl=51 time=32.6 ms
[1621804936.919346] 520 bytes from 88.80.187.84: icmp_seq=28 ttl=51 time=33.5 ms
[1621804937.920031] 520 bytes from 88.80.187.84: icmp_seq=29 ttl=51 time=33.4 ms
[1621804938.920137] 520 bytes from 88.80.187.84: icmp_seq=30 ttl=51 time=32.8 ms
[1621804939.920421] 520 bytes from 88.80.187.84: icmp_seq=31 ttl=51 time=33.0 ms
[1621804940.920878] 520 bytes from 88.80.187.84: icmp_seq=32 ttl=51 time=33.2 ms
[1621804941.920895] 520 bytes from 88.80.187.84: icmp_seq=33 ttl=51 time=32.8 ms
[1621804942.921653] 520 bytes from 88.80.187.84: icmp_seq=34 ttl=51 time=32.5 ms
[1621804943.923131] 520 bytes from 88.80.187.84: icmp_seq=35 ttl=51 time=33.2 ms
[1621804944.922870] 520 bytes from 88.80.187.84: icmp_seq=36 ttl=51 time=32.9 ms
[1621804945.923112] 520 bytes from 88.80.187.84: icmp_seq=37 ttl=51 time=33.0 ms
[1621804946.922884] 520 bytes from 88.80.187.84: icmp_seq=38 ttl=51 time=32.5 ms
[1621804947.923757] 520 bytes from 88.80.187.84: icmp_seq=39 ttl=51 time=32.6 ms
[1621804948.925132] 520 bytes from 88.80.187.84: icmp_seq=40 ttl=51 time=33.1 ms
[1621804949.925466] 520 bytes from 88.80.187.84: icmp_seq=41 ttl=51 time=33.1 ms
[1621804950.925421] 520 bytes from 88.80.187.84: icmp_seq=42 ttl=51 time=32.7 ms
[1621804951.926474] 520 bytes from 88.80.187.84: icmp_seq=43 ttl=51 time=32.8 ms
[1621804952.926662] 520 bytes from 88.80.187.84: icmp_seq=44 ttl=51 time=32.9 ms
[1621804953.925888] 520 bytes from 88.80.187.84: icmp_seq=45 ttl=51 time=32.0 ms
[1621804954.926949] 520 bytes from 88.80.187.84: icmp_seq=46 ttl=51 time=32.8 ms
[1621804955.927892] 520 bytes from 88.80.187.84: icmp_seq=47 ttl=51 time=33.7 ms
[1621804956.929460] 520 bytes from 88.80.187.84: icmp_seq=48 ttl=51 time=33.3 ms
[1621804957.929878] 520 bytes from 88.80.187.84: icmp_seq=49 ttl=51 time=32.2 ms
[1621804958.931679] 520 bytes from 88.80.187.84: icmp_seq=50 ttl=51 time=32.5 ms
[1621804959.934489] 520 bytes from 88.80.187.84: icmp_seq=51 ttl=51 time=33.6 ms
[1621804960.935918] 520 bytes from 88.80.187.84: icmp_seq=52 ttl=51 time=33.2 ms
[1621804961.936520] 520 bytes from 88.80.187.84: icmp_seq=53 ttl=51 time=32.4 ms
[1621804962.938671] 520 bytes from 88.80.187.84: icmp_seq=54 ttl=51 time=32.9 ms
[1621804963.940526] 520 bytes from 88.80.187.84: icmp_seq=55 ttl=51 time=33.6 ms
[1621804964.941523] 520 bytes from 88.80.187.84: icmp_seq=56 ttl=51 time=32.7 ms
[1621804965.943504] 520 bytes from 88.80.187.84: icmp_seq=57 ttl=51 time=32.7 ms
[1621804966.945694] 520 bytes from 88.80.187.84: icmp_seq=58 ttl=51 time=33.0 ms
[1621804967.946903] 520 bytes from 88.80.187.84: icmp_seq=59 ttl=51 time=33.0 ms
[1621804968.948280] 520 bytes from 88.80.187.84: icmp_seq=60 ttl=51 time=33.1 ms
[1621804969.949987] 520 bytes from 88.80.187.84: icmp_seq=61 ttl=51 time=33.4 ms
[1621804970.951589] 520 bytes from 88.80.187.84: icmp_seq=62 ttl=51 time=33.3 ms
[1621804971.952894] 520 bytes from 88.80.187.84: icmp_seq=63 ttl=51 time=33.0 ms
[1621804972.953812] 520 bytes from 88.80.187.84: icmp_seq=64 ttl=51 time=32.7 ms
[1621804973.955594] 520 bytes from 88.80.187.84: icmp_seq=65 ttl=51 time=32.5 ms
[1621804974.957957] 520 bytes from 88.80.187.84: icmp_seq=66 ttl=51 time=33.1 ms
[1621804975.959601] 520 bytes from 88.80.187.84: icmp_seq=67 ttl=51 time=33.4 ms
[1621804976.960885] 520 bytes from 88.80.187.84: icmp_seq=68 ttl=51 time=33.0 ms
[1621804977.961537] 520 bytes from 88.80.187.84: icmp_seq=69 ttl=51 time=32.4 ms
[1621804978.963274] 520 bytes from 88.80.187.84: icmp_seq=70 ttl=51 time=32.5 ms
[1621804979.965561] 520 bytes from 88.80.187.84: icmp_seq=71 ttl=51 time=33.0 ms
[1621804980.966563] 520 bytes from 88.80.187.84: icmp_seq=72 ttl=51 time=32.7 ms
[1621804981.968766] 520 bytes from 88.80.187.84: icmp_seq=73 ttl=51 time=32.9 ms
[1621804982.969770] 520 bytes from 88.80.187.84: icmp_seq=74 ttl=51 time=32.8 ms
[1621804983.971318] 520 bytes from 88.80.187.84: icmp_seq=75 ttl=51 time=32.3 ms
[1621804984.973525] 520 bytes from 88.80.187.84: icmp_seq=76 ttl=51 time=33.0 ms
[1621804985.975020] 520 bytes from 88.80.187.84: icmp_seq=77 ttl=51 time=33.2 ms
[1621804986.975754] 520 bytes from 88.80.187.84: icmp_seq=78 ttl=51 time=32.5 ms
[1621804987.977601] 520 bytes from 88.80.187.84: icmp_seq=79 ttl=51 time=32.6 ms
[1621804988.980043] 520 bytes from 88.80.187.84: icmp_seq=80 ttl=51 time=33.2 ms
[1621804989.981664] 520 bytes from 88.80.187.84: icmp_seq=81 ttl=51 time=33.3 ms
[1621804990.983197] 520 bytes from 88.80.187.84: icmp_seq=82 ttl=51 time=33.3 ms
[1621804991.984595] 520 bytes from 88.80.187.84: icmp_seq=83 ttl=51 time=33.1 ms
[1621804992.986018] 520 bytes from 88.80.187.84: icmp_seq=84 ttl=51 time=33.2 ms
